epoch,loss,val_loss
0,0.007534436881542206,0.011954561807215214
1,0.0059443870559334755,0.013670515269041061
2,0.005786037538200617,0.01183288637548685
3,0.005418896675109863,0.011936417780816555
4,0.005591071210801601,0.0130618866533041
5,0.00568268122151494,0.012221645563840866
6,0.00525499414652586,0.013017034158110619
7,0.005867072381079197,0.013659870252013206
8,0.005727159790694714,0.011987653560936451
9,0.005141968838870525,0.012061850167810917
0,0.4507858157157898,0.08403804898262024
1,0.08481436967849731,0.058748483657836914
2,0.05711308866739273,0.06314242631196976
3,0.044030360877513885,0.04302753880620003
4,0.03617469221353531,0.04586249217391014
5,0.030539901927113533,0.03519010171294212
6,0.02766956202685833,0.03413817659020424
7,0.02341306023299694,0.02971087023615837
8,0.021404756233096123,0.03329266607761383
9,0.021657953038811684,0.026087962090969086
10,0.018348373472690582,0.02622927539050579
11,0.018122084438800812,0.022782372310757637
12,0.016923576593399048,0.023147661238908768
13,0.015533513389527798,0.021382970735430717
14,0.014810358174145222,0.02065657451748848
15,0.014768684282898903,0.02008747309446335
16,0.015087807551026344,0.02037784270942211
17,0.013726912438869476,0.020174479112029076
18,0.012833959423005581,0.018079973757267
19,0.012088056653738022,0.017011629417538643
20,0.011561446823179722,0.01680133491754532
21,0.011334603652358055,0.01585945300757885
22,0.011102255433797836,0.015462633222341537
23,0.01087922416627407,0.015428549610078335
24,0.01034456305205822,0.014732972718775272
25,0.010355708189308643,0.014770835638046265
26,0.009685338474810123,0.013774147257208824
27,0.010421935468912125,0.013914492912590504
28,0.010127273388206959,0.014313852414488792
29,0.009462552145123482,0.013813146390020847
30,0.009507807902991772,0.01318476814776659
31,0.009144498966634274,0.013435802422463894
32,0.009128447622060776,0.013165160082280636
33,0.009045128710567951,0.013283521868288517
34,0.009053404442965984,0.012942702509462833
35,0.00945606641471386,0.013754982501268387
36,0.00906351674348116,0.013258912600576878
37,0.008910589851439,0.012534133158624172
38,0.008522417396306992,0.014503683894872665
39,0.009590446017682552,0.014754801988601685
40,0.009484052658081055,0.01267858687788248
0,0.5827919840812683,0.14748407900333405
1,0.09922371059656143,0.06293342262506485
2,0.052394796162843704,0.07149452716112137
3,0.04503851756453514,0.04251253232359886
4,0.037218619138002396,0.039042066782712936
5,0.03264092281460762,0.03607628121972084
6,0.02955564111471176,0.03380880877375603
7,0.0260013435035944,0.029786746948957443
8,0.02347312495112419,0.031830064952373505
9,0.021344007924199104,0.02701183408498764
10,0.01943938620388508,0.027624499052762985
11,0.01857914589345455,0.023808462545275688
12,0.017433753237128258,0.02289106883108616
13,0.0165452528744936,0.021978138014674187
14,0.015459941700100899,0.021168626844882965
15,0.01556200161576271,0.022329090163111687
16,0.015489955432713032,0.020004428923130035
17,0.014617612585425377,0.018754007294774055
18,0.013112175278365612,0.018286187201738358
19,0.012456892989575863,0.017085153609514236
20,0.01220780424773693,0.01707085408270359
21,0.012585104443132877,0.01731417328119278
22,0.011349072679877281,0.015686731785535812
23,0.011244482360780239,0.014995688572525978
24,0.010623292066156864,0.014734921045601368
25,0.01015432458370924,0.014092051424086094
26,0.009787512943148613,0.01567438803613186
27,0.011397804133594036,0.015065434388816357
28,0.010065221227705479,0.013440355658531189
29,0.00945806410163641,0.013167545199394226
30,0.009068788029253483,0.013564161024987698
31,0.009226689115166664,0.012919249944388866
32,0.009215599857270718,0.012767082080245018
33,0.008869029581546783,0.012998050078749657
34,0.008805539458990097,0.012678279541432858
35,0.008825358003377914,0.013004546985030174
36,0.008749058470129967,0.012925461865961552
37,0.008681075647473335,0.012451308779418468
38,0.008971144445240498,0.01430249772965908
39,0.009607532992959023,0.013057581149041653
40,0.010033528320491314,0.01742970198392868
41,0.009881338104605675,0.013175994157791138
0,0.8538276553153992,0.6647140383720398
1,0.40562692284584045,0.21514295041561127
2,0.08298496156930923,0.056724581867456436
3,0.06536148488521576,0.04165070876479149
4,0.041470952332019806,0.05458890274167061
5,0.0399111844599247,0.03971605375409126
6,0.036266524344682693,0.03837535157799721
7,0.0335049070417881,0.03910692781209946
8,0.030979523435235023,0.03455761447548866
9,0.027653396129608154,0.03384040296077728
10,0.025837602093815804,0.030827153474092484
11,0.02342541515827179,0.029907410964369774
12,0.021336805075407028,0.027462704107165337
13,0.01966848410665989,0.02582068368792534
14,0.018344171345233917,0.024142412468791008
15,0.01759571023285389,0.023878438398241997
16,0.017089098691940308,0.024787914007902145
17,0.016390837728977203,0.02224445529282093
18,0.015523305162787437,0.021179253235459328
19,0.015171770006418228,0.02062140218913555
20,0.014353886246681213,0.01999553292989731
21,0.013538338243961334,0.019497551023960114
22,0.013192382641136646,0.018933361396193504
23,0.012889695353806019,0.0185602605342865
24,0.012527438811957836,0.01787899248301983
25,0.012291762046515942,0.017296522855758667
26,0.012238840572535992,0.016922159120440483
27,0.011705690063536167,0.01667313650250435
28,0.011330289766192436,0.01611785776913166
29,0.01120460033416748,0.016243193298578262
30,0.01107659563422203,0.016443723812699318
31,0.010674148797988892,0.01522591058164835
32,0.010764965787529945,0.014964139088988304
33,0.010632524266839027,0.014469634741544724
34,0.010044709779322147,0.01442249771207571
35,0.009879950433969498,0.01460905373096466
36,0.0095589067786932,0.014053062535822392
37,0.009927862323820591,0.014201810583472252
38,0.00976015068590641,0.013676930218935013
39,0.009454828687012196,0.013548100367188454
40,0.00916883535683155,0.013294917531311512
41,0.009284818544983864,0.013066575862467289
42,0.009151188656687737,0.012914157472550869
43,0.00906855147331953,0.013104584999382496
44,0.009130595251917839,0.012709518894553185
45,0.009391596540808678,0.012608625926077366
46,0.009045836515724659,0.013064197264611721
47,0.010123349726200104,0.01267480943351984
48,0.009291675873100758,0.013094264082610607
49,0.009290613234043121,0.012784021906554699
50,0.009042256511747837,0.013699338771402836
51,0.008766812272369862,0.012789687141776085
52,0.009328977204859257,0.012970983982086182
0,0.5870233774185181,0.2429683357477188
1,0.10474079102277756,0.06649351865053177
2,0.0745546892285347,0.05235472694039345
3,0.049816492944955826,0.05875426530838013
4,0.044589895755052567,0.04434807598590851
5,0.03928972780704498,0.04034161567687988
6,0.0341552309691906,0.03946138545870781
7,0.030682021751999855,0.03363020345568657
8,0.027333438396453857,0.03196297958493233
9,0.024622352793812752,0.02897568978369236
10,0.022776450961828232,0.029422597959637642
11,0.02126934938132763,0.025903398171067238
12,0.019316209480166435,0.024992167949676514
13,0.01789427176117897,0.023678449913859367
14,0.017911400645971298,0.02196977287530899
15,0.016696667298674583,0.02193516679108143
16,0.016558349132537842,0.02124541439116001
17,0.015108183957636356,0.020954947918653488
18,0.014637772925198078,0.019883446395397186
19,0.013883596286177635,0.018760550767183304
20,0.013334778137505054,0.01907735876739025
21,0.013041176833212376,0.018117444589734077
22,0.012505902908742428,0.018259042873978615
23,0.012526015751063824,0.017782844603061676
24,0.01229176577180624,0.016757236793637276
25,0.011646813713014126,0.01727583259344101
26,0.011137770488858223,0.016693776473402977
27,0.011416266672313213,0.01624847576022148
28,0.010818361304700375,0.017008883878588676
29,0.010732260532677174,0.016122065484523773
30,0.01034278329461813,0.015301196835935116
31,0.010432615876197815,0.015337085351347923
32,0.010500545613467693,0.016310054808855057
33,0.010146352462470531,0.015148395672440529
34,0.009493920020759106,0.015121347270905972
35,0.009270601905882359,0.01442030631005764
36,0.009354064241051674,0.015163233503699303
37,0.009278705343604088,0.014475807547569275
38,0.00913816224783659,0.014601638540625572
39,0.00890909694135189,0.015850063413381577
40,0.009090438485145569,0.014088981784880161
41,0.008593573234975338,0.014788017608225346
42,0.008374140597879887,0.013982820324599743
43,0.008943372406065464,0.014606672339141369
44,0.008787917904555798,0.015170079655945301
45,0.008558246307075024,0.01464521512389183
46,0.008559906855225563,0.014535351656377316
47,0.008291209116578102,0.014077744446694851
48,0.008008025586605072,0.014479899778962135
49,0.00790534820407629,0.013876119628548622
50,0.008138458244502544,0.013930529356002808
